Landing in Kent
36,24
4,4,8,8,10,10,0,0,0,0,0,0,1,1,1,1,1,1,1,1,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5
4,4,8,8,10,10,0,0,0,0,0,0,1,1,1,1,1,1,1,1,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5
4,8,8,10,10,0,0,0,0,0,0,1,1,1,1,1,1,1,1,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5
4,8,8,10,10,0,0,0,0,0,0,1,1,1,1,1,1,1,1,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5
4,8,8,10,10,0,0,0,0,0,0,1,1,1,1,1,1,1,1,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5
4,8,8,10,10,0,0,0,0,0,0,1,1,1,1,1,1,1,1,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5
4,8,8,10,10,0,0,0,0,0,0,1,1,1,1,1,1,1,1,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5
4,8,8,10,10,0,0,0,0,0,0,1,1,1,1,1,1,1,1,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5
8,8,10,10,0,0,0,0,0,0,1,1,1,1,1,1,1,1,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5
8,8,10,10,0,0,0,0,0,0,1,1,1,1,1,1,1,1,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5
8,8,10,10,0,0,0,0,0,0,1,1,1,1,1,1,1,1,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5
structures
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
